GeneName	CoefficientOfVariation
AC011462.5	7.84217274697359
CCDC97	2.4733726235545
TMEM91	2.77618566980253
B9D2	5.75055080566673
EXOSC5	5.13851632793217
BCKDHA	3.08576725412419
B3GNT8	7.84217274697368
DMAC2	5.13851632793215
AC243960.1	6.71524845935319
CEACAM21	5.44490642933916
CEACAM4	3.66192258309152
CEACAM3	54.7631262803706
RPS19	0.580455649585636
CD79A	6.14988941558876
ARHGEF1	1.25519888138619
ERFL	9.94985816797475
RABAC1	2.67546905635193
ATP1A3	0
GRIK5	38.7169192114002
ZNF574	9.6306633659327
POU2F2	0.624453606829066
AC010247.1	10.4933688541534
AC010247.2	54.7631262803712
DEDD2	3.1274772161174
ZNF526	5.51929179936531
GSK3A	3.37310294955999
ERF	2.69677488821049
CIC	3.37336493721794
PAFAH1B3	6.53520277630122
MEGF8	5.55272941525218
CNFN	54.76312628037
LIPE-AS1	3.06723710189104
LIPE	7.39999301939038
CXCL17	0
CEACAM1	9.33996629396498
LYPD3	38.7169192114002
PHLDB3	3.51322064771351
ETHE1	3.91186559902039
ZNF575	10.1216576610889
XRCC1	3.38829173727748
PINLYP	11.6345742496041
IRGQ	3.99641802578415
ZNF576	6.18018847699897
SRRM5	0
ZNF428	4.40071495071581
CADM4	0
PLAUR	1.07851378739041
SMG9	3.12306103890359
KCNN4	3.60400527295328
LYPD5	0
ZNF283	6.39206337986016
ZNF404	0
AC006213.2	0
AC006213.3	10.3025499513403
ZNF45	4.9421839577903
ZNF155	7.31060153417459
ZNF230	6.82301624540894
ZNF222	0
ZNF223	8.94878519914269
ZNF284	54.7631262803701
ZNF224	2.65901936268218
AC021092.1	10.6950593573848
ZNF225	9.07375385620895
ZNF234	6.64863887015139
ZNF226	5.08209224587293
ZNF227	5.73009676479105
ZNF235	3.48840669160874
ZNF233	54.7631262803702
ZNF112	54.7631262803711
ZNF229	0
ZNF180	6.00097192567575
IGSF23	54.763126280371
AC243964.3	4.1094937038719
PVR	3.89116808155852
CEACAM19	6.00912029879912
BCL3	2.49041300010591
NECTIN2	2.78395590934348
AC011481.2	54.7631262803714
TOMM40	3.78064226763818
AC011481.1	54.7631262803705
CLPTM1	2.77366465757202
RELB	1.56953935731332
CLASRP	1.26545568525436
ZNF296	8.94878519914268
GEMIN7-AS1	3.02956028178443
GEMIN7	5.07700634603872
MARK4	2.32835786696649
PPP1R37	6.79094455665513
NKPD1	54.76312628037
TRAPPC6A	3.13386959149442
BLOC1S3	6.46968423236552
EXOC3L2	0
CKM	0
KLC3	0
ERCC2	4.74449218026194
PPP1R13L	8.98820372237415
CD3EAP	8.10347706378657
ERCC1	1.14329982439406
FOSB	0.479811551513618
RTN2	8.71336627946314
PPM1N	8.55970845464412
VASP	1.33750385639442
OPA3	2.52806508744736
EML2	3.84130622570455
EML2-AS1	54.7631262803721
GIPR	54.7631262803707
SNRPD2	1.93287267110915
QPCTL	3.98393596628208
FBXO46	3.77600536387356
DMPK	38.7169192114009
DMWD	8.49531672671
SYMPK	1.50983258647687
AC092301.1	0
IRF2BP1	11.6345742496041
MYPOP	4.78273139328688
CCDC61	5.95206371321812
PGLYRP1	0
AC007785.3	0
AC007785.1	10.908697437665
PPP5C	4.30913831945381
AC007193.1	10.4933688541535
PPP5D1	7.2474694364008
CALM3	2.13067541476736
PTGIR	2.86952866531942
DACT3	10.3025499513403
DACT3-AS1	0
PRKD2	2.24577668622897
STRN4	2.7374336673822
FKRP	4.25183326684684
SLC1A5	3.12464602067564
AP2S1	1.86451321529505
ARHGAP35	2.18997538004248
NPAS1	31.6069577408127
TMEM160	2.63201457902519
ZC3H4	2.46536157110557
SAE1	2.35345215876732
BBC3	3.73741904709853
AC008532.1	54.7631262803717
CCDC9	3.14888289323756
INAFM1	6.52660994830736
C5AR1	1.26084076815699
C5AR2	3.16165519627163
DHX34	1.63231713136889
AC073548.2	0
KPTN	7.18548893559244
NAPA-AS1	3.15032649101425
NAPA	1.04414290409645
ZNF541	0
AC010519.1	0
AC010331.1	9.94985816797473
BICRA	6.08065409399572
BICRA-AS1	5.44852059326304
NOP53	1.27612613362857
NOP53-AS1	31.6069577408127
SELENOW	2.93118936006541
TPRX1	0
CRX	0
SULT2A1	0
PLA2G4C	8.29259404902169
LIG1	6.03901817308162
AC011466.3	39.6965183000562
ZSWIM9	6.41097522377112
CARD8	1.41939444727274
AC011466.1	0
CARD8-AS1	5.43168291213889
ZNF114	0
EMP3	0.989587798229945
TMEM143	6.71524845935315
SYNGR4	0
KDELR1	2.56101367359621
GRIN2D	8.39215382453545
GRWD1	4.89576030667058
KCNJ14	6.54972826603144
CYTH2	3.7784635265312
LMTK3	10.3025499513402
AC008403.3	38.7169192113998
SULT2B1	38.7169192113985
FAM83E	54.7631262803712
RPL18	0.676774083132685
AC022154.1	8.10347706378663
SPHK2	3.06658574700849
DBP	4.54148845195469
CA11	9.63066336593256
NTN5	0
FUT2	0
MAMSTR	0
BCAT2	4.7811468273658
AC026803.3	0
HSD17B14	0
PLEKHA4	54.7631262803715
PPP1R15A	1.14144370579839
TULP2	4.95745897641128
NUCB1	1.97581224595537
NUCB1-AS1	4.81729372014877
DHDH	0
BAX	2.31484084425071
FTL	0.651620699168662
GYS1	2.85260910743964
RUVBL2	4.37031860218215
KCNA7	0
SNRNP70	1.40957857472144
LIN7B	7.25059314622456
C19orf73	0
PPFIA3	0
TRPM4	8.01355507873126
SLC6A16	7.29224445809247
AC011450.1	54.76312628037
CD37	1.19116744327515
CCDC155	0
PIH1D1	2.71729384572592
ALDH16A1	3.05422605952227
FLT3LG	3.67611356274794
RPL13A	0.402144194396152
RPS11	0.502861316946809
FCGRT	1.44591487069758
RCN3	5.04377559867608
NOSIP	2.20388786161049
PRRG2	0
PRR12	2.97541442637441
RRAS	4.06838545499674
SCAF1	3.90732642211655
IRF3	2.52390562613915
BCL2L12	6.70040864728986
PRMT1	3.81258132288922
CPT1C	0
TSKS	10.17744280398
AP2A1	1.7201243044583
FUZ	5.60122168556828
AC006942.1	0
MED25	2.86077732432771
PTOV1-AS1	10.3025499513403
PTOV1	2.58199446631456
AC018766.1	0
PNKP	1.87647255955593
AKT1S1	4.79758209021814
TBC1D17	4.0245630858677
IL4I1	5.36003260269616
NUP62	1.92696100655722
ATF5	2.34641514271645
SIGLEC11	6.72905158211448
VRK3	2.24142645168126
ZNF473	5.39225828742279
AC010624.3	8.60230636417874
MYH14	54.7631262803701
KCNC3	3.4431235232246
NR1H2	2.23189357265791
NAPSA	0
POLD1	5.70267782286783
SPIB	9.67916720975165
MYBPC2	0
EMC10	2.41123315587942
AC020909.2	54.7631262803721
JOSD2	3.43559524714816
LRRC4B	0
SHANK1	54.7631262803714
CLEC11A	5.45635556411748
C19orf48	5.74373017037508
KLK1	0
KLK14	0
CTU1	4.6307644885434
SIGLEC9	2.02443379244137
SIGLEC7	3.4341836915037
AC063977.6	0
CD33	1.94864211323442
SIGLECL1	0
VSIG10L	0
ETFB	2.60002191797619
CLDND2	54.7631262803706
NKG7	2.49008429469544
AC008750.7	0
SIGLEC10	4.02228464692363
SIGLEC12	19.3390720599197
ZNF175	7.68112446946459
SIGLEC5	2.97518540696588
AC018755.4	4.73019786992901
SIGLEC14	3.53651260591802
SPACA6	5.89278868454644
FPR1	1.45811355718402
FPR2	3.76228963755263
FPR3	5.58895731375681
ZNF577	4.39148868472693
ZNF649-AS1	0
ZNF649	7.76042286524849
ZNF613	9.94985816797477
ZNF350-AS1	6.75462476810134
ZNF350	4.00807305831232
ZNF615	7.26054690045492
ZNF614	6.06920399144077
ZNF432	5.02699466091783
AC011468.5	0
AC011468.1	0
ZNF841	8.71336627946303
ZNF616	9.94985816797473
AC011468.3	0
ZNF836	6.62558800564147
AC010320.1	0
PPP2R1A	1.81838367812943
AC010320.2	6.52115755224401
ZNF766	3.09336781167363
AC010320.3	9.94985816797462
ZNF480	3.31491442697556
AC010320.4	8.94878519914275
ZNF610	0
ZNF880	7.25059314622453
ZNF528-AS1	9.78641255785549
ZNF528	6.80769094484985
ZNF578	0
ZNF808	3.46272255690089
ZNF701	3.70806501023532
ZNF83	2.41054554828946
AC022150.4	0
ZNF611	2.24223497035559
ZNF600	3.77528445781958
ZNF28	5.60122168556827
ZNF468	9.07375385620889
ZNF320	8.82876229395336
ZNF888	5.56187382186859
AC010487.2	0
ZNF816	0
ZNF160	2.46228726020315
ZNF347	6.86305193837582
ZNF665	9.78641255785541
ZNF677	9.07375385620893
ZNF845	4.70618536142556
ZNF525	6.10620206093762
ZNF765	4.9435110327328
AC022137.4	4.24032670922156
ZNF761	6.73709879531056
ZNF813	5.45067755204595
ZNF331	2.41003087773412
AC008753.3	0
AC008753.2	0
NLRP12	1.49199106255929
AC008440.1	3.15602421829345
MYADM	0.875739999234167
AC008440.2	0
PRKCG	54.7631262803711
CACNG8	54.7631262803721
VSTM1	2.68620766570616
OSCAR	0.956902826816127
NDUFA3	2.13122429078131
TFPT	5.29757621555971
PRPF31	3.25009438936817
CNOT3	3.74203701375594
LENG1	5.32901018727878
TMC4	4.22308761794423
MBOAT7	1.49801950663369
TSEN34	2.569043105576
RPS9	0.467784081437993
LILRB3	1.07317819839454
AC245052.7	0
LILRA6	2.00743562827425
LILRB2	1.17265118615558
LILRA5	1.7590513829313
LILRA4	0
LAIR1	2.28416285327596
TTYH1	0
AC245884.8	0
LENG8-AS1	4.2678053853949
LENG8	1.98829104775661
LENG9	5.18089613587062
LAIR2	7.7753582041333
LILRA2	2.41097095379189
LILRA1	2.36514656655598
LILRB1	1.44321766279124
LILRB1-AS1	0
LILRB4	1.91686785327836
KIR2DL4	0
KIR3DL1	0
KIR3DL2	0
FCAR	1.25463561086601
NCR1	38.7169192114009
NLRP7	0
NLRP2	54.763126280372
AC011476.3	3.7585634626918
GP6	6.38896881111438
RDH13	4.61086727225534
EPS8L1	0
PPP1R12C	2.46215496060373
AC010327.8	9.20401877924771
TNNT1	8.94878519914276
TMEM86B	8.82876229395344
PPP6R1	1.83224896695358
HSPBP1	4.75805872860158
BRSK1	8.39215382453565
TMEM150B	2.01763215456813
AC020922.4	0
KMT5C	3.60326194598348
COX6B2	54.7631262803702
TMEM238	6.29833680356696
RPL28	0.500664073511061
UBE2S	2.37169175497175
ISOC2	5.30219185702623
ZNF628	4.60065256833273
NAT14	0
SSC5D	0
ZNF579	7.52940771582595
FIZ1	8.60230636417874
ZNF524	4.27651593859609
ZNF865	3.89000301519927
ZNF784	7.68112446946456
ZNF580	4.82382096557116
ZNF581	5.08390349355256
CCDC106	0
U2AF2	3.03434939143825
AC008735.2	2.64050505911467
AC008735.1	9.63066336593246
EPN1	2.26527970841109
NLRP13	0
ZNF787	2.33112280197362
ZNF444	5.14500055778839
ZSCAN5A	3.14773918085347
EDDM13	6.26647976500122
AC006116.8	10.1216576610889
ZNF582	38.7169192114008
ZNF583	7.72996895843384
ZNF667-AS1	0
ZNF471	0
AC005498.3	0
ZNF470	54.7631262803704
ZNF71	31.6069577408127
AC006115.2	38.7169192113995
ZNF264	3.48750613967555
AURKC	0
ZNF805	5.27575596455622
ZNF460-AS1	8.66893291087048
ZNF460	4.62280872274989
AC005261.1	4.09352673253675
ZNF543	10.4933688541535
ZNF304	54.7631262803711
ZNF547	0
TRAPPC2B	6.05974043918998
ZNF548	6.14657362148347
ZNF17	17.2916077852774
ZNF749	8.8287622939534
AC004076.2	0
ZNF772	54.7631262803715
AC003005.2	0
ZNF419	8.94878519914279
ZNF773	8.60230636417874
ZNF549	7.6041569155542
ZNF550	9.63066336593264
ZNF416	0
ZIK1	0
ZNF530	0
ZNF134	7.45677184327821
AC003682.1	0
ZNF211	6.25357588087768
ZNF551	5.92313180952547
ZNF154	0
ZNF671	7.60415691555422
ZNF776	5.88969634319198
ZNF586	2.31341025317429
ZNF552	4.12700097930492
ZNF587B	3.98401453208331
ZNF814	3.21239118296311
ZNF587	3.55116576685531
AC010326.3	0
ZNF417	4.38754878365813
ZNF418	38.716919211401
ZNF256	0
C19orf18	54.7631262803715
ZNF606	7.31745359086068
AC008969.1	7.22611323761846
ZNF135	38.716919211401
ZSCAN18	6.10620206093761
ZNF329	9.48202338433856
ZNF274	3.06807457424798
ZNF544	3.58844586806145
AC020915.2	6.22189933578892
ZNF8	6.18217063406721
ERVK3-1	2.59624585887884
AC010642.2	5.52227320785187
ZSCAN22	10.4933688541534
A1BG	4.07911533757304
A1BG-AS1	3.83837866970188
ZNF497	15.1581305863104
AC012313.6	54.7631262803705
ZNF837	0
RPS5	1.04996559539009
ZNF584	5.96531946887235
AC012313.1	0
AC012313.5	0
ZNF132	38.7169192114007
AC012313.8	0
ZNF324B	9.07375385620904
ZNF324	4.03549900622603
ZNF446	8.60230636417874
SLC27A5	7.17925373541648
ZBTB45	7.40900677036542
TRIM28	2.53941033085492
CHMP2A	2.0284899808526
UBE2M	4.34572937194703
MZF1-AS1	4.09233460358839
MZF1	2.89387661432148
C20orf96	7.22611323761844
ZCCHC3	5.32449692039631
NRSN2-AS1	5.68526581524221
SOX12	54.7631262803714
NRSN2	0
TRIB3	8.60230636417874
RBCK1	2.02789142074298
TBC1D20	3.07488175570329
CSNK2A1	1.71806522272579
SRXN1	7.92650369174616
FAM110A	2.9120245261147
ANGPT4	0
RSPO4	54.7631262803711
AL110114.1	6.40625671841814
PSMF1	1.56852059429481
SDCBP2	6.2644339061287
SDCBP2-AS1	3.56304043136723
FKBP1A	1.61245251333584
NSFL1C	1.69787693352958
SIRPB2	1.24903835350894
SIRPD	2.03566390923412
SIRPB1	2.00939879838391
SIRPG	6.33681404725735
SIRPG-AS1	0
AL109809.5	3.06515876097792
AL117335.1	4.981902223329
SIRPA	1.63087347443755
PDYN-AS1	7.78672988611228
STK35	3.40603645950158
AL121899.1	0
TGM3	38.7169192114009
SNRPB	1.76808399931711
ZNF343	8.01355507873119
TMC2	0
NOP56	2.63389770151953
IDH3B	2.54851644729182
EBF4	54.7631262803718
PCED1A	4.57726039672152
VPS16	3.50106652507395
PTPRA	1.06263144644883
GNRH2	54.7631262803705
MRPS26	4.16227908406878
UBOX5-AS1	4.66486436866402
UBOX5	4.1671084733177
FASTKD5	6.97809213891413
LZTS3	0
DDRGK1	3.74223922200936
ITPA	2.52077140246116
C20orf194	1.13526069990719
ATRN	1.56429089971887
SIGLEC1	1.83876813121545
HSPA12B	0
C20orf27	2.85517099114923
CENPB	3.53573518993146
CDC25B	5.35622035183449
LINC01730	0
AP5S1	6.53858002222896
MAVS	1.97444778564934
AL353194.1	5.86790301448544
PANK2	1.59263170905058
AL031670.1	0
RNF24	1.11275401412228
SMOX	0
PRNP	1.991685960415
RASSF2	1.14222052367554
SLC23A2	1.46787870793622
TMEM230	2.58458257947789
PCNA	4.71944100115105
CDS2	2.08915588476876
AL121757.2	0
LINC00654	8.11929564118184
AL109935.1	10.4933688541535
GPCPD1	0.481851348392212
SHLD1	2.84759377992014
TRMT6	2.98403905692608
MCM8	8.74991817815112
CRLS1	2.28563338435916
TMX4	1.6088183333768
AL021396.1	0
PLCB1	0.582310519490017
PLCB4	0
LAMP5	54.7631262803722
PAK5	0
AL034427.1	0
ANKEF1	0
SNAP25-AS1	38.7169192113984
MKKS	8.82876229395337
SLX4IP	1.98420711721251
JAG1	5.8232596041326
AL050403.2	3.74486867723276
BTBD3	4.04768690143393
AL035448.1	0
ISM1	54.7631262803708
TASP1	2.26806103819045
ESF1	2.05564879518921
NDUFAF5	3.98786859335945
SEL1L2	0
MACROD2	6.60115880666355
KIF16B	2.94185785472658
SNRPB2	2.22732929556224
PCSK2	0
BFSP1	0
DSTN	2.61646738996902
RRBP1	1.3849958615497
SNX5	2.45084177076121
OVOL2	5.54291051075234
MGME1	3.05200946969226
PET117	5.24969342595709
KAT14	6.05974043918994
ZNF133	4.90053228531829
AL049646.1	8.37838630081765
DZANK1	10.1774428039799
POLR3F	4.32610460387529
RBBP9	54.7631262803703
SEC23B	2.30317075434707
SMIM26	3.3809652319193
DTD1	2.7671400202556
AL121900.1	0
LINC00653	0
SLC24A3	9.55194360833799
RIN2	1.03845700821475
NAA20	2.71677998531073
CRNKL1	3.0426690457598
CFAP61	54.76312628037
RALGAPA2	1.10997111586544
LINC00237	54.7631262803709
KIZ	2.62586476888352
KIZ-AS1	5.43498484455267
AL117332.1	0
XRN2	0.978563459128999
AL049651.1	0
THBD	9.63066336593263
CD93	1.61450239226361
LINC00656	0
AL096677.1	10.3025499513403
NXT1	3.65255574983607
LINC01431	54.7631262803714
GZF1	3.43394871809984
NAPB	2.94084068198413
CST3	0.693936495056127
SYNDIG1	0
CST7	5.32542133286058
APMAP	3.31019801733953
AL035661.2	0
ACSS1	3.12349017659864
AL035252.5	0
ENTPD6	3.56400620496392
AL035252.3	0
PYGB	2.54659542392501
AL121772.3	54.7631262803716
ABHD12	2.12883718803773
GINS1	0
NINL	38.7169192113985
NANP	10.3025499513403
ZNF337-AS1	5.4126344232447
ZNF337	4.21438075110147
AL390198.1	0
FAM182B	54.7631262803718
FAM182A	0
AL078587.2	54.7631262803721
MIR663AHG	0
HM13	0.959055099939153
HM13-IT1	10.4933688541535
HM13-AS1	8.82876229395333
AL110115.2	0
ID1	4.41207355146309
BCL2L1	2.91806338372497
AL117381.1	5.79562187408464
ABALON	0
TPX2	0
TTLL9	0
PDRG1	7.03776084582218
XKR7	54.7631262803708
HCK	0.569258810856334
TM9SF4	1.28909262215843
PLAGL2	3.00915765023886
POFUT1	4.00533193734843
KIF3B	3.17133461139792
ASXL1	1.66374913307795
NOL4L	3.39047919886367
AL034550.2	27.3678597963602
COMMD7	2.85248996737347
DNMT3B	54.76312628037
MAPRE1	1.91896150356024
AL035071.2	4.30913831945381
AL035071.1	9.07375385620902
EFCAB8	38.7169192114009
CDK5RAP1	2.36737027340647
SNTA1	54.7631262803709
CBFA2T2	1.62499223131485
NECAB3	0
C20orf144	0
ACTL10	54.7631262803701
PXMP4	6.50145158857073
ZNF341	4.04277547723315
ZNF341-AS1	6.57052443998936
CHMP4B	1.91823366569938
RALY-AS1	11.9103662909681
RALY	1.13795622360601
AL031668.1	9.94985816797474
EIF2S2	1.50904268268246
ASIP	0
AL035458.2	7.49301427095905
AHCY	5.00430423136898
ITCH	0.929485880660626
ITCH-AS1	38.716919211399
DYNLRB1	2.94875955870014
MAP1LC3A	6.20268933961018
PIGU	3.86115635703234
NCOA6	1.47149838326547
TP53INP2	3.26109194657687
AL109824.1	3.53027058880634
GGT7	4.18808862719826
ACSS2	2.07670662103789
GSS	3.96922048021951
MYH7B	10.121657661089
TRPC4AP	1.12307450227179
EDEM2	2.75873628921107
PROCR	4.35972938828845
MMP24OS	1.9209484573235
MMP24	3.11500958540533
EIF6	2.83545272604765
UQCC1	2.36333279335817
GDF5	54.7631262803701
CEP250	3.6370353820273
FO393401.1	2.9836560759526
ERGIC3	2.62031781383367
SPAG4	38.7169192113997
CPNE1	2.34196155451723
RBM12	3.88698622876731
NFS1	5.71058684899343
ROMO1	2.99143903492439
RBM39	0.414733692930027
PHF20	1.02758457682857
SCAND1	1.94425798253413
CNBD2	7.76042286524844
NORAD	2.383311153396
AL035420.1	54.7631262803706
EPB41L1	54.7631262803714
AAR2	3.42678143604972
DLGAP4	2.00804656510677
DLGAP4-AS1	6.14153105553183
TGIF2	2.12234729751091
RAB5IF	1.82303310511576
SLA2	7.03776084582223
NDRG3	3.63695967592683
DSN1	5.70232868782353
SOGA1	2.96162927304962
TLDC2	7.28947029742879
SAMHD1	0.396323879933341
RBL1	3.64281608191786
MROH8	7.31745359086068
RPN2	1.6986389642518
MANBAL	3.71640059256639
SRC	2.28625435992506
BLCAP	2.30341022343966
NNAT	8.63755302294753
AL109614.1	0
CTNNBL1	1.57049184212102
TTI1	3.22722028765914
RPRD1B	2.13699243829647
TGM2	9.63066336593267
AL359555.1	0
BPI	10.0030239928578
LBP	0
AL391095.1	0
SNHG17	4.99190869887021
SNHG11	6.77308435323985
RALGAPB	1.5394069521715
ACTR5	4.95978252454251
PPP1R16B	3.27489566437628
FAM83D	0
DHX35	2.67766040906952
AL023803.3	0
MAFB	1.50758299914931
TOP1	0.633801343858082
PLCG1-AS1	4.79815493124737
PLCG1	6.97809213891407
ZHX3	3.22949196309938
CHD6	1.3283259211836
AL031667.3	54.763126280371
AL049812.3	0
PTPRT	0
SRSF6	2.0002996286646
L3MBTL1	4.45166598296251
SGK2	31.6069577408126
IFT52	4.09136217343279
TOX2	9.52844612919947
OSER1	2.0795352137544
OSER1-DT	7.68112446946455
GDAP1L1	0
FITM2	7.45677184327822
TTPAL	4.97589514330411
SERINC3	1.89150458578111
PKIG	10.0030239928578
ADA	6.93597600344899
YWHAB	1.02469746183867
PABPC1L	4.34692507091017
TOMM34	6.11789662963629
STK4	0.788825374994164
SDC4	54.7631262803716
SYS1	4.32652046995613
TP53TG5	10.7601530776551
DBNDD2	10.6950593573848
PIGT	3.49632789702163
AL031663.3	54.7631262803714
WFDC3	54.763126280372
DNTTIP1	2.6171184053362
TNNC2	0
SNX21	6.99453609575707
ACOT8	3.50465960330606
ZSWIM3	6.75374800607724
ZSWIM1	9.20401877924769
NEURL2	54.7631262803716
CTSA	1.77684902034978
AL162458.1	6.07808756334196
PCIF1	4.43238139564348
ZNF335	2.48745553983584
MMP9	54.763126280371
NCOA5	2.38947328538628
CD40	3.8292900531567
CDH22	0
SLC35C2	2.56362676589751
AL133227.1	5.37544657079117
ELMO2	2.94107905668207
SLC13A3	31.6069577408127
TP53RK	6.37462954994634
EYA2	9.33996629396493
ZMYND8	1.53987784195057
AL031666.2	0
AL031666.3	0
LINC01754	0
NCOA3	0.764695939302206
SULF2	0.742185751786462
AL354813.1	0
PREX1	0.829098838505337
AL035106.1	7.95444337436573
AL133342.1	38.7169192114004
ARFGEF2	1.2505388834976
CSE1L-AS1	0
CSE1L	2.52444741408534
STAU1	1.60816045886402
DDX27	1.91474665338983
ZNFX1	1.13710302949399
ZFAS1	1.01451594113248
KCNB1	0
PTGIS	0
B4GALT5	1.614614381092
SLC9A8	1.60908397190095
SPATA2	5.88969634319203
RNF114	1.63903031178978
SNAI1	27.3678597963603
UBE2V1	2.05176292404179
TMEM189	2.94045559398318
CEBPB-AS1	54.7631262803704
CEBPB	1.13419468006348
SMIM25	2.31247133750971
LINC01270	54.7631262803712
PTPN1	1.17305208528108
AL133230.1	0
RIPOR3	6.33681404725736
PARD6B	10.4933688541535
BCAS4	7.16170400367743
ADNP	1.51032900356745
ADNP-AS1	7.6041569155542
DPM1	2.1473434374562
MOCS3	0
NFATC2	5.5017086058222
ATP9A	0
LINC01429	0
ZFP64	3.64766611285907
AL109984.1	38.7169192113999
LINC01524	38.7169192114
TSHZ2	6.9774378970299
AL109930.1	11.1181912599629
AL157838.1	7.18548893559243
ZNF217	1.68728838937309
AC005808.1	54.7631262803703
BCAS1	0
PFDN4	5.25886998907835
LINC01440	0
FAM210B	4.52670506028094
AURKA	0
CSTF1	6.47810194317934
CASS4	3.68099411650849
RTF2	1.58904237374389
GCNT7	5.5282791404111
FAM209A	8.04237581339299
FAM209B	38.7169192113986
BMP7	54.7631262803714
RAE1	3.2420466284443
MTRNR2L3	8.39215382453563
AL109955.1	54.7631262803719
RBM38	4.31971836516752
ZBP1	2.76568398432069
PMEPA1	8.042375813393
NKILA	0
RAB22A	2.12097705808743
VAPB	2.52851505633137
APCDD1L	0
APCDD1L-DT	0
STX16	1.33821946161796
NPEPL1	2.19094041081206
GNAS	0.902760746643452
AL121917.1	0
AL109840.2	7.19540291362937
NELFCD	2.73164245881415
CTSZ	1.20853991460772
TUBB1	0
ATP5F1E	0.851443410734712
PRELID3B	6.0277089477101
ZNF831	5.40518182623479
PHACTR3	54.7631262803711
SYCP2	5.66775216339928
FAM217B	3.813030597618
PPP1R3D	4.26213356395475
CDH26	8.32435792360079
C20orf197	11.4542435661122
MIR646HG	1.60811224936579
CDH4	0
AL162457.1	0
TAF4	3.02853832512952
AL137077.2	0
LSM14B	3.34862369366293
PSMA7	1.32152432110218
SS18L1	3.08366249811752
MTG2	2.89150455528358
OSBPL2	2.49821415911436
ADRM1	2.96783322630866
AL121832.2	0
RPS21	0.649762819033468
CABLES2	5.97334815877574
BX640514.2	38.7169192114007
SLCO4A1	0
AL357033.4	0
NTSR1	6.38566266399773
MRGBP	6.29678829448882
OGFR-AS1	0
OGFR	1.31324042018881
COL9A3	0
TCFL5	6.40618178148493
DIDO1	1.79811381932737
AL117379.1	0
GID8	2.84567166160169
SLC17A9	7.17925373541647
HAR1B	0
YTHDF1	3.07138058865042
ARFGAP1	2.92887040663149
PPDPF	1.92907951778967
PTK6	7.3861511070931
HELZ2	1.8258232892777
GMEB2	2.67843127474846
MHENCR	3.48355721678236
STMN3	4.70530560320228
RTEL1	3.98034381310546
TNFRSF6B	54.7631262803716
ARFRP1	3.61724495507268
ZGPAT	2.82655955077804
LIME1	3.57776470541799
SLC2A4RG	5.10163664683487
ZBTB46	4.24855637659092
AL121845.1	0
ZBTB46-AS1	54.763126280372
AL118506.1	8.29259404902149
TPD52L2	1.95849952850985
DNAJC5	1.2907902521096
UCKL1	3.8901668309755
UCKL1-AS1	6.19983002263787
ZNF512B	9.11474978211469
SAMD10	0
PRPF6	1.71745407287338
C20orf204	54.7631262803709
TCEA2	6.63303662576944
RGS19	1.81383759370193
OPRL1	6.7533692437433
LKAAEAR1	54.7631262803713
MYT1	0
PCMTD2	3.11867687133804
LINC00266-1	0
FP565260.3	0
GATD3B	3.26877178932323
FP565260.1	7.38615110709312
FP565260.6	9.94985816797472
SIK1B	6.68447815838251
U2AF1L5	2.24098159097111
SMIM11B	54.763126280371
KCNE1B	9.94985816797473
FP671120.4	4.23102592633026
FP236383.3	3.56965688953164
FP236383.4	0
FP236383.5	0
CR381653.1	0
TPTE	54.763126280371
AP001347.1	25.006564653297
HSPA13	4.36116966845613
SAMSN1	1.09479979001512
SAMSN1-AS1	0
AF127936.2	0
LINC02246	5.14358617235914
AF127577.3	0
NRIP1	1.04584251341082
AF127577.2	4.96400015197736
AJ009632.2	8.60230636417874
USP25	0.591471408999074
MIR99AHG	7.76042286524843
CXADR	54.7631262803705
BTG3	3.18078149902536
BTG3-AS1	54.7631262803706
C21orf91-OT1	54.7631262803712
C21orf91	3.46418291526773
AL109761.1	54.76312628037
CHODL	9.64259443106036
AF130417.1	54.7631262803704
NCAM2	9.23556532911409
LINC01684	5.18660166545689
LINC01692	0
MIR155HG	54.7631262803715
MRPL39	5.35137301547475
JAM2	54.7631262803705
ATP5PF	2.6493619792712
GABPA	3.28331097715482
APP	1.37829716846969
AP001442.1	5.42090164498425
AP001439.1	0
CYYR1	0
AP001599.1	0
ADAMTS5	6.94599233360116
AF165147.1	10.17744280398
N6AMT1	9.33996629396501
LTN1	1.90900992929915
RWDD2B	54.7631262803715
USP16	1.59619388524956
CCT8	2.31781824569379
AF129075.3	0
MAP3K7CL	2.63877068724011
AF124730.1	54.7631262803709
LINC00189	8.60230636417874
BACH1	0.439072499797583
BACH1-IT1	54.763126280371
AP000240.1	5.19100413059031
BACH1-AS1	4.80261013318908
BACH1-IT2	0
BACH1-IT3	0
GRIK1	2.1758372152621
AP000238.1	0
TIAM1	1.18484852212165
AP000253.1	0
SOD1	2.41105113867902
AP000254.2	0
SCAF4	1.4512620002002
HUNK	0
MIS18A	9.07375385620904
MRAP	0
URB1	3.82640779071822
URB1-AS1	10.3025499513402
EVA1C	5.12024544728173
TCP10L	54.7631262803717
CFAP298	3.83561980090924
SYNJ1	1.6078434674322
PAXBP1-AS1	4.06433813428516
PAXBP1	1.47377673424908
C21orf62-AS1	6.83735129391245
C21orf62	6.71963672602684
AP000282.1	3.23216377334599
LINC00945	0
OLIG1	4.08734918828145
IFNAR2	0.874381518166365
